"x","trend","seasonal","random"
4.25633333333333,NA,0.0721176660755767,NA
4.76142857142857,NA,-0.0909726326733613,NA
4.43354838709677,NA,-0.153092817799692,NA
3.77,NA,0.193093270909986,NA
3.28354838709677,NA,-0.0946583179550121,NA
3.73566666666667,NA,-0.32965842996218,NA
3.77612903225806,3.98782738095238,0.107112878562724,-0.318811227257041
4.02548387096774,3.9669495327701,0.352777503500871,-0.294243165303226
3.626,3.96574417562724,-0.0602563482656421,-0.279487827361597
3.26435483870968,4.04824417562724,-0.0676508823158214,-0.716238454601741
4.60266666666667,4.1840103046595,0.184093114102172,0.234563247904997
4.25483870967742,4.31755421146953,-0.11290500417962,0.0501895023875063
4.3841935483871,4.45152822580645,0.0721176660755767,-0.139452343494932
4.1325,4.60670295698925,-0.0909726326733613,-0.383230324315885
5.03354838709677,4.76295922939068,-0.153092817799692,0.423681975505786
5.15,4.96990770609319,0.193093270909986,-0.0130009770031752
5.16193548387097,5.1036061827957,-0.0946583179550121,0.152987619030282
5.06233333333333,5.14717697132617,-0.32965842996218,0.244814791969348
5.66483870967742,5.23225761648746,0.107112878562724,0.325468214627239
5.86096774193548,5.35783476239031,0.352777503500871,0.150355476044302
5.54066666666667,5.43618072549747,-0.0602563482656421,0.164742289434841
6.31645161290323,5.45380662155481,-0.0676508823158214,0.930295873664233
4.75933333333333,5.48049165739711,0.184093114102172,-0.905251438165946
5.14387096774194,5.51507947101718,-0.11290500417962,-0.258303499095623
5.53709677419355,5.56522956062247,0.0721176660755767,-0.100250452504494
5.99344827586207,5.63022732047865,-0.0909726326733613,0.454193588056782
5.05290322580645,5.67915832406288,-0.153092817799692,-0.473162280456735
5.55366666666667,5.67635545667937,0.193093270909986,-0.315782060922684
5.39870967741935,5.69761740411113,-0.0946583179550121,-0.204249408736764
5.65566666666667,5.74429601820956,-0.32965842996218,0.241029078419285
6.27510752687097,5.77132838828214,0.107112878562724,0.3966662600261
6.81064516129032,5.77346141583129,0.352777503500871,0.684406241958166
5.76533333333333,5.77016153567344,-0.0602563482656421,0.0554281459255375
6.02451612903226,5.76323053208921,-0.0676508823158214,0.328936479258871
5.56155555556667,5.71609791560175,0.184093114102172,-0.338635474137258
5.46193548387097,5.61849307689208,-0.11290500417962,-0.0436525888414874
5.86780913980645,5.4932896718746,0.0721176660755767,0.302401801856273
5.71392857142857,5.37875562169584,-0.0909726326733613,0.426145582406093
5.25322580645161,5.27557775431233,-0.153092817799692,0.130740869938978
5.187,5.16145902671376,0.193093270909986,-0.167552297623745
4.6341935483871,5.09127548429992,-0.0946583179550121,-0.362423617957808
4.07766666666667,5.0746000064022,-0.32965842996218,-0.667274909773355
4.84822580645161,4.99539021697478,0.107112878562724,-0.254277289085894
5.48870967741935,4.88162541602663,0.352777503500871,0.254306757891857
4.611,4.81212416794675,-0.0602563482656421,-0.140867819681106
4.44,4.80970526113671,-0.0676508823158214,-0.30205437882089
5.46166666666667,4.85238044034818,0.184093114102172,0.425193112216312
5.16161290322581,4.90122228622632,-0.11290500417962,0.373295621179109
4.26709677419355,4.9272482718894,0.0721176660755767,-0.732269163771428
4.58428571428571,4.88656950844854,-0.0909726326733613,-0.211311161489464
4.71483870967742,4.86714253712238,-0.153092817799692,0.00078899035473512
5.66733333333333,4.89774244751664,0.193093270909986,0.576497614906708
5.17806451612903,4.91896735791091,-0.0946583179550121,0.353755476173138
4.706,4.91415732206861,-0.32965842996218,0.121501107893567
4.84451612903226,4.96136162314388,0.107112878562724,-0.223958372674348
4.51612903225806,5.03308925371224,0.352777503500871,-0.869737724955044
5.11733333333333,5.05231688428059,-0.0602563482656421,0.125272797318382
4.66806451612903,5.05156733230927,-0.0676508823158214,-0.315851933864415
5.743,5.04968874807988,0.184093114102172,0.509218137817952
4.76483870967742,5.07418516385049,-0.11290500417962,-0.196441449993446
5.79677419354839,5.12999878392217,0.0721176660755767,0.594657743550639
4.77607142857143,5.22775416026626,-0.0909726326733613,-0.360710099021468
4.98451612903226,5.29457091653866,-0.153092817799692,-0.156961969706708
5.37966666666667,5.34164808947773,0.193093270909986,-0.155074693721045
5.42064516129032,NA,-0.0946583179550121,NA
5.05133333333333,NA,-0.32965842996218,NA
5.83870967741935,NA,0.107112878562724,NA
5.86806451612903,NA,0.352777503500871,NA
5.369,NA,-0.0602563482656421,NA
5.54625,NA,-0.0676508823158214,NA
